URL,low_price,image,name,normal_price
https://www.plazavea.com.pe/extractor-blackline-350-negro/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/194709-220-220/20127878.jpg?v=636500649413170000,Extractor BLACKLINE 350 Negro,No disponible
https://www.plazavea.com.pe/combo-blacklinea-batidora-manual-8222-negro/p,S/ 119.00,https://plazavea.vteximg.com.br/arquivos/ids/194705-220-220/20127879.jpg?v=636500649380230000,Combo BLACKLINE Batidora Manual 8222 Negro,S/ 199.00
https://www.plazavea.com.pe/cinta-decorativa-viva-home-5m/p,S/ 1.00,https://plazavea.vteximg.com.br/arquivos/ids/204161-220-220/20144362.jpg?v=636766195470130000,Cinta Decorativa VIVA HOME 5m,S/ 9.90
https://www.plazavea.com.pe/botella-0-80-l-transparente-con-tapa-color-surtido/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/198479-220-220/20091549.jpg?v=636644877127530000,BOTELLA 0.80 L TRANSPARENTE CON TAPA COLOR SURTIDO,No disponible
https://www.plazavea.com.pe/pilas-y-baterias-duracell-alcalinas-aa-pack-8un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/177441-220-220/20070360.jpg?v=635882053477200000,Pilas y baterias DURACELL Alcalinas AA Paquete 8Un,No disponible
https://www.plazavea.com.pe/portavela-deco-home-dorado/p,S/ 5.94,https://plazavea.vteximg.com.br/arquivos/ids/204086-220-220/20143682.jpg?v=636766195111800000,Portavela DECO HOME Dorado,S/ 9.90
https://www.plazavea.com.pe/toalla-de-mano-berry/p,S/ 7.45,https://plazavea.vteximg.com.br/arquivos/ids/203595-220-220/20140513.jpg?v=636754634460630000,TOALLA DE MANO BERRY,S/ 14.90
https://www.plazavea.com.pe/toalla-de-bano-blanco/p,S/ 19.95,https://plazavea.vteximg.com.br/arquivos/ids/203548-220-220/20140505.jpg?v=636754634268630000,TOALLA DE BAÑO BLANCO,S/ 39.90
https://www.plazavea.com.pe/afilador-de-cuchillos-plomo-con-rojo/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/198453-220-220/20083657.jpg?v=636644457951530000,AFILADOR DE CUCHILLOS PLOMO CON ROJO,No disponible
https://www.plazavea.com.pe/cesto-de-lavanderia-con-huecos/p,S/ 8.36,https://plazavea.vteximg.com.br/arquivos/ids/196588-220-220/20134222.jpg?v=636590665473800000,Cesto de Lavandería con Huecos,S/ 20.90
https://www.plazavea.com.pe/exprimidor-de-limon-surtido/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/198451-220-220/130663.jpg?v=636644457943300000,EXPRIMIDOR DE LIMÓN SURTIDO,No disponible
https://www.plazavea.com.pe/bolsa-de-basura-virutex-75-litros-paquete-10un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/178733-220-220/406567.jpg?v=635909118888470000,Bolsa de Basura VIRUTEX 75 litros Paquete 10Un,No disponible
https://www.plazavea.com.pe/bolsa-de-basura-virutex-140-litros-paquete-10un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/178734-220-220/406598.jpg?v=635909118925670000,Bolsa de Basura VIRUTEX 140 litros Paquete 10Un,No disponible
https://www.plazavea.com.pe/bolsas-para-basura-boreal-de-50-litros-paquete-10un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/178919-220-220/936916.jpg?v=635909125174670000,Bolsas para Basura BOREAL de 50 Litros Paquete 10un,No disponible
https://www.plazavea.com.pe/bolsas-para-basura-en-rollo-boreal-de-35-litros-paquete-30un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/179762-220-220/20092957.jpg?v=635911453014330000,Bolsas para Basura en Rollo BOREAL de 35 Litros Paquete 30un,No disponible
https://www.plazavea.com.pe/bolsas-para-basura-en-rollo-boreal-de-25-litros-paquete-40un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/178549-220-220/20092956.jpg?v=635909116622130000,Bolsas para Basura en Rollo BOREAL de 25 Litros Paquete 40un,No disponible
https://www.plazavea.com.pe/bolsas-para-basura-super-bag-de-35-litros-paquete-10un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/179002-220-220/996057.jpg?v=635909126467430000,Bolsas para Basura SUPER BAG de 35 Litros Paquete 10un,No disponible
https://www.plazavea.com.pe/bolsas-para-basura-super-bag-de-75-litros-paquete-10un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/179004-220-220/996062.jpg?v=635909126487000000,Bolsas para Basura SUPER BAG de 75 Litros Paquete 10un,No disponible
https://www.plazavea.com.pe/bolsa-para-basura-boreal-140-litros-paquete-10un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/178703-220-220/20026414.jpg?v=635909118612130000,Bolsa para Basura BOREAL 140 Litros Paquete 10Un,No disponible
https://www.plazavea.com.pe/bolsas-para-basura-en-rollo-boreal-de-75-litros-paquete-15un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/178550-220-220/20092959.jpg?v=635909116630970000,Bolsas para Basura en Rollo BOREAL de 75 Litros Paquete 15un,No disponible
https://www.plazavea.com.pe/bolsa-de-basura-super-bag-220-litros-paquete-10un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/178759-220-220/20040183.jpg?v=635909119221300000,Bolsa de basura SUPER BAG 220 Litros Paquete 10Un,No disponible
https://www.plazavea.com.pe/exprimidor-blackline-8109-blanco/p,S/ 39.90,https://plazavea.vteximg.com.br/arquivos/ids/194702-220-220/20127883.jpg?v=636500649359730000,Exprimidor BLACKLINE 8109 Blanco,S/ 49.90
https://www.plazavea.com.pe/procesador-de-alimentos-bosch-mcm3501m/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/203871-220-220/20127547.jpg?v=636760071141830000,Procesador de Alimentos BOSCH MCM3501M,No disponible
https://www.plazavea.com.pe/parrilla-electrica-bosch-tfb4402v-rojo/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/203870-220-220/20127504.jpg?v=636760071137700000,Parrilla Eléctrica BOSCH TFB4402V Rojo,No disponible
https://www.plazavea.com.pe/laceador-de-cabello-siegen-sg-3516-rosa/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/189246-220-220/20124720.jpg?v=636288363298500000,Laceador de Cabello SIEGEN SG-3516 Rosa,No disponible
https://www.plazavea.com.pe/combo-siegen-laceador-sg-3515i-secadora-sg-31/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/189251-220-220/20125262.jpg?v=636288363360100000,Combo SIEGEN Laceador SG-3515I + Secadora SG-31,No disponible
https://www.plazavea.com.pe/olla-arrocera-thomas-1-8l-th-38if-plateado/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/189248-220-220/20124718.jpg?v=636288363324870000,Olla Arrocera THOMAS 1.8L TH-38IF Plateado,No disponible
https://www.plazavea.com.pe/combo-thomas-arrocera-th-37pf-plancha-th-7301/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/189245-220-220/20125266.jpg?v=636288363292730000,Combo THOMAS Arrocera TH-37PF + Plancha TH-7301,No disponible
https://www.plazavea.com.pe/colador-18-cm-amarillo/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/198463-220-220/400732.jpg?v=636644457993930000,COLADOR 18 CM AMARILLO,No disponible
https://www.plazavea.com.pe/caja-plastica-duraplast-80-dlux-con-ruedas/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/185018-220-220/20061788.jpg?v=636161964107330000,Caja plástica DURAPLAST 80 dlux con ruedas,No disponible
https://www.plazavea.com.pe/tabla-de-planchar-miluska-95cmx30cm/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/185105-220-220/32410.jpg?v=636161964739300000,Tabla de planchar miluska 95cmx30cm,No disponible
https://www.plazavea.com.pe/pilas-y-baterias-energizer-c-pack-2un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/178493-220-220/21257.jpg?v=635909115776170000,Pilas y baterias ENERGIZER C Paquete 2Un,No disponible
https://www.plazavea.com.pe/plato-plano-deco-home-con-puntos/p,S/ 7.74,https://plazavea.vteximg.com.br/arquivos/ids/204085-220-220/20143143.jpg?v=636766195107300000,Plato Plano DECO HOME con Puntos,S/ 12.90
https://www.plazavea.com.pe/plato-tendido-deco-home-con-puntos/p,S/ 10.14,https://plazavea.vteximg.com.br/arquivos/ids/204083-220-220/20143126.jpg?v=636766195098400000,Plato Tendido DECO HOME con Puntos,S/ 16.90
https://www.plazavea.com.pe/plato-hondo-deco-home-con-puntos/p,S/ 8.94,https://plazavea.vteximg.com.br/arquivos/ids/204084-220-220/20143128.jpg?v=636766195102970000,Plato Hondo DECO HOME con Puntos,S/ 14.90
https://www.plazavea.com.pe/bowl-2-tonos-melamina-pop-20cm/p,S/ 7.74,https://plazavea.vteximg.com.br/arquivos/ids/203528-220-220/20144048.jpg?v=636754634185830000,BOWL 2 TONOS MELAMINA POP 20CM,S/ 12.90
https://www.plazavea.com.pe/set-x-3-piezas-decorativas/p,S/ 29.94,https://plazavea.vteximg.com.br/arquivos/ids/203572-220-220/20143998.jpg?v=636754634365700000,SET X 3 PIEZAS DECORATIVAS,S/ 49.90
https://www.plazavea.com.pe/bolsas-para-basura-boreal-de-35-litros-paquete-10un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/178920-220-220/936918.jpg?v=635909125183900000,Bolsas para Basura BOREAL de 35 Litros Paquete 10un,No disponible
https://www.plazavea.com.pe/bolsas-para-basura-en-rollo-boreal-de-50-litros-paquete-25un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/179763-220-220/20092958.jpg?v=635911453023070000,Bolsas para Basura en Rollo BOREAL de 50 Litros Paquete 25un,No disponible
https://www.plazavea.com.pe/bolsas-para-basura-boreal-de-75-litros-paquete-10un/p,S/ 4.90,https://plazavea.vteximg.com.br/arquivos/ids/178918-220-220/936915.jpg?v=635909125157500000,Bolsas para Basura BOREAL de 75 Litros Paquete 10un,S/ 5.40
https://www.plazavea.com.pe/bolsa-de-basura-boreal-bano-y-cocina-30-litros-paquete-10un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/178894-220-220/20060631.jpg?v=635909124740500000,Bolsa de basura BOREAL Baño y cocina 30 litros Paquete 10Un,No disponible
https://www.plazavea.com.pe/bolsa-de-basura-super-bag-35-litros-paquete-20un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/180187-220-220/143155.jpg?v=635939187344900000,Bolsa de basura SUPER BAG 35 litros Paquete 20Un,No disponible
https://www.plazavea.com.pe/bolsas-para-basura-boreal-de-25-litros-paquete-10un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/178892-220-220/20060628.jpg?v=635909124722830000,Bolsas para Basura BOREAL de 25 Litros Paquete 10un,No disponible
https://www.plazavea.com.pe/bolsas-para-basura-super-bag-de-50-litros-paquete-10un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/179003-220-220/996061.jpg?v=635909126479500000,Bolsas para Basura SUPER BAG de 50 Litros Paquete 10un,No disponible
https://www.plazavea.com.pe/bolsa-para-basura-super-bag-con-asa-paquete-50un/p,No disponible,https://plazavea.vteximg.com.br/arquivos/ids/187600-220-220/99792.jpg?v=636246678440830000,Bolsa para Basura SUPER BAG con Asa Paquete 50un,No disponible
https://www.plazavea.com.pe/canvas-decorativo-40-x-30cm/p,S/ 13.74,https://plazavea.vteximg.com.br/arquivos/ids/203513-220-220/20143942.jpg?v=636754634125770000,CANVAS DECORATIVO 40 X 30CM,S/ 22.90
https://www.plazavea.com.pe/tomatodo-espiral-nino/p,S/ 10.14,https://plazavea.vteximg.com.br/arquivos/ids/203605-220-220/20143780.jpg?v=636754634502400000,TOMATODO ESPIRAL NIÑO,S/ 16.90
https://www.plazavea.com.pe/mug-mermaid-vides/p,S/ 11.94,https://plazavea.vteximg.com.br/arquivos/ids/203499-220-220/20143754.jpg?v=636754634065630000,MUG MERMAID VIDES,S/ 19.90
https://www.plazavea.com.pe/mug-estampado-palmas-rosa-y-verde/p,S/ 4.95,https://plazavea.vteximg.com.br/arquivos/ids/203516-220-220/20143098.jpg?v=636754634138100000,MUG ESTAMPADO PALMAS ROSA Y VERDE,S/ 9.90
